,title,comment
27760,동갑커플인데 남친이 친구한테 말하듯 막말해.,남친이 문제ㅅㅂ.
11230,찐따커플있니.,우린 결혼해서 부부 ㅎㅎㅎ 찐따부.
10088,기분좋아서 자랑글 한 번씩 써도.,사람들은 남의 행복에는 별 관심없는 법.
12196,남자친구 부모님이 추석선물 주셨는데 답례해야겠지.,오설록 괜찮을거같은뎅!.
4761,나랑 사귀는 도중에 바람폈던거알면 헤어져.,미쳤나 당연히 헤어짐 저 버릇 결혼해서 언제 또 나올줄알고.
9302,혼밥 진짜진짜진짜 쉬운곳.,난 우리집이 젤 편하긴 하더라구 .
36046,친구들아 낼 2022년 2월 22일이얌 220222.,우와 아니 안봐.
752,진짜 서른되면 주변 훅훅 결혼 다 감.,웅 나 서른인데 올해 내 친구들 80퍼 갔음 나는 할 수 있을ㅎㅎ.
37193,정해진 규칙대로 해야되고 그거 어기려면 합리적인 근거가 있어야 되고.,tj.
31188,파워j인데 힐링여행파임.,나도나도.
17111,마음을 주체 못할정도로 막 좋을때.,난 가서 겁나 치댐  부비적거림.
22002,귀엽다고 말하면 귀여워진대.,맞아 데 진짜 귀여움 ㅠㅠ .
20679,애인한테 애틋한 느낌인 적 있어.,본문 예시는 애틋하지 않아도 사랑하니 다 해주고 싶은 마음이라 생각해도 될듯 그걸 잘 표현하는 사람인거 같아 할줄 몰라서 혹은 마음만 있는 사람이 태반이라 그걸 그대로 표현하는 사람이 드물어서 그렇게 느끼는거 같아현남친 포함 만났던 남친들 중 둘이 딱 그러거든 애틋함 뭐 이런거 아니더라도 엄빠보다 더 다정하고 잘 챙겨주고 나한테 뭐든 다 주고 다 해주려 하는 것도 성격이고 성향이더라.
4972,여 직장인 남 취준학생인 커플들.,친구 보니까 첨에 지가 100% 내다가나중에 애인 알바하니까 월 고정 20씩 따로 받더라.
26131,늦게 결혼하는데 식도 안올릴거면 주위사람들한테 말안해.,모바일만들어서 식은 직계가족들만 모시고 하기로했다~ 하면알아서 계좌로 보내줄걸.
2899,첫연애 전 고민.,그냥 말하고 풋풋하게 만나.
19355,게임도 마찬가지임 게이머 좋아한다고하면.,애초에 얼굴보고 좋아할거면 게이머 왜 좋아하겠냐고 프로게이머 덕질하는 너가는 어이가 없어요 요즘 돌판처럼 둥둥 유난떨며 감싸는게 더 빡치는데 ㅠ 스포츠랑 실력으로 팝니다.
2474,질염 가볍게온건지 간지러워서 산부인과갔는데 말해.,난 걍 다 말하는디.
16137,이거 질린거야.,헤어지는 게 베스트 같은데 이제 한달반인데 벌써 저런다고 아니면 아예 떨어져서 만나는 횟수를 줄여.
24444,나 넘 까탈스러운가 외근나가는 직종이랑 안맞는듯ㅠ.,난 외근 개꿀이라 조은데성향차이.
6113,김연아 결혼식 생화장식이랑 드레스 너무너무너무 예쁨 ㅠㅠ.,진심 존예.
28024,2015~2016년도에 서울 아파트 전세 얼마나 했어.,네이버 부동산에 그래프로 볼수잇지않나.
12305,남친엄마가 옷 지적하면 어떡할거야.,남친한테 제일 정떨어지고 그 어머니도 정떨어져서정떨어지는 집안이다 하고 마음 식을듯.
13737,남친이랑 헤어졌다.,꼭 차단부터해남친 너무하다 초반에 말해주던가 이제와서.
10829,어플에서 만나서 사귄친구들은 어플.,왜연락해 무섭게.
17262,지금 애인이랑 알게 된 지 얼마 만에 사귀게 됐어.,ㅇㅇ 만난지 이틀만에 사겼어.
13261,말 안하는게 맞겠지.,ㅇㅇㅇㅒ기해봤자 좋을 거 없음친구이 반응한 적도 없다며 둘 사이에 뭐가 있던 게 아니라 일방적인 거였으니까 나중에 남친이 알게 되더라도 ㄱㅊ.
2586,문득 아침에 카메라로 얼굴 비춰봤는데 팔자주름 쩔어서 놀람.,나 곧 33살인데 확 늙은거 느껴짐 ㅠ갑자기.
29666,생일선물 뭐받고 싶냐고 질문받는거 별로야.,우린서로묻는데.
10297,29살 여친구들은 결혼생각하고 남친 만나.,웅 염두하는 중.
5947,이제 연애 안하는데 자꾸 연방온다 ㅋㅋ.,어서와 같이 놀장.
18165,나랑 모든 면에서 다른 남자.,아무래도 보완이 되면 잘 만나는데 그러기가 힘든거같아.
35506,나는솔로 이번시즌 본사람.,나도 좀!!! 다들 캐릭터 있어보여서 재밌어.
20008,꿈에 전남친이랑 재회하는 꿈 꿨는데 다른소개팅 애프터 나가도 되나.,ㅇㅇ사람만나고오면 이제 애프터상대랑 사귀는 꿈꿈.
32979,남친이 문자로는 세상스윗한데 막상만나면 뚝딱거려.,걍 원래 뚝딱이임.
4808,다들 데이트 뭐해.,영화연극보기서울근교 데이트전시회 보고 쇼핑몰가고 동네탐방하고 몸쓰는 데이트는 잘안해 !.
19485,상대에게 면접 도와달라는 말 부담스럽나.,썸인데 핑계가 왜필요해 그냥 보자하믄대지.
15310,썸붕 날 것 같아ㅋㅋㅋ.,잘했어 여기서 끊어지면 거기까진겨.
16867,가슴 작은 친구들 브라 어디서사.,브라ㄱㄱ.
4177,코로나는 뽀뽀하면.,같이 밥 나눠먹어도 안 걸리는 사람 많아 그거랑 같겠지.
17633,내 남친 처음엔 붙거나 살짝 노출옷 입고 나가면.,지금 남친이랑 결혼 준비 중인 건 아니지.
5098,친구들네 남친도 친구들 정수리 냄시 좋아해.,어민망한데 자꾸 그럼 ㅠ.
14828,날 좋아하는게 분명한데 사귀자는 말을 안꺼내는 이유가 뭘까.,둘이 데이트는 해.
29511,남친 소위말하는 월스트릿에서.,ㅇㅇ은업계에서 비슷한 강도로 바쁜 사람 아니면 감당 어렵더라.
19096,전남친한테 새벽에 연락왔거든.,걍 씹지 굳이.
22564,주중에 안만나고 주말만 만나는데 하루만 보자는거 섭섭하ㅋㅋ.,주말이틀 보면 언제 쉬어.
5998,다들 지금 몇살이고 언제 결혼하고 싶어 성별도 알려주라!.,나도 29인데 난 오래 만난 남친이랑 올해 헤어져서 당분간은 글른 듯 서른 전후로 하고 싶었는뎅.
19487,노후 준비가 완벽하다는게.,완벽하다고 표현하는 사람이있나어느정도 되어있다 안되어있다 그렇게 말하지.
24875,남친이랑 카톡방 나가면 나중에 후회할까.,나는 메일로 싹 보내놓고 나가기 한적 있다 후회할까바 .
7478,시간이 필요하냐고 물어봤어.,돌아오는 시간이 오래 걸릴수록 너도 그 자리에 마냥 있진 않을 거리고 하고 키 넘겨.
1638,내가 이사람을 좋아하는지 모르겠을 때 너네는 어떻게 하는 편이야.,그냥 얘가 딴 여자랑 데이트하는 생각.
24946,장기연애중인데 남친이 젤 좋은 장점!.,잘맞는거지 뭐 좋아보여!!.
8694,보통 관계언제해.,밤에.
33762,헤어졌는데 너무 힘들어.,2주만 버텨 그쯤 괜찮더라 ㅠ.
9035,마음 그렇게 없었는데 상대가 먼저 좋아해줘서 만나다가 더 좋아지게 된 친구들 있을까., 그냥 나좋다니까 사귐 100일쯤부터 사랑했전까진 묘하게 불편하고 그랬음.
22683,관계까지 가졌는데 더 알아보려면 같이 우주여행이라도 가야됨.,저세상 갈때까지 알아볼 기세.
28579,전남친한테 언팔당했어 헤어진지 한달만에.,헤어졌는데 팔로우 유지할 이유가 없긴 하지.
29282,남친 어제 반지 사주려고 캡쳐해둔거 걸렸는데.,반지받고 반지자랑하러와조 예쁜반지 보는거 넘조아 .
1328,기독교쪽 교리가그냥 전도가 너무나 당연한느낌이야.,동네 아주머니가 나를 전도하는 게 본인의 달란트래 왜요 내가 뭘 어쨌다고 ㅠ 같은 라인이라 엘베서 자꾸만 마주치는데 미치겠어 ㅠㅠ.
22320,ISFP 커플들아 결정장애 어떻게 헤쳐나가니.,걍 돌림판 돌려.
33097,친구나 지인이 한참 연하 만나면 어떤 생각들것같아.,내 또래가 나이많은 남자만나면 그것도 그냥 평범한 사람고 아니고 문ㅊ 이런거 허세쩌는거 만나면 이많은 남자가 어린애만나면 참 저 여자애도 안됐네.
11829,나는 남친이 별일 아니라고 혼자 판단해서 이성친구 만난거 숨기면 신뢰깨질 것 같은데.,나도그것때매 헤어.
17045,퇴근시간 다른데 기다려요 라고 말하는 짝남 유죄.,어장 대차게 치네.
17213,내가 10만큼 서운한데 3만큼만 서운한 티를 냈어.,ㅇㅇ.
12986,점쟁이한테 짝남 사주 넘긴거 소름돋는다고 쓰고있었는데.,댓글 보러갔는데 사라졌네.
24576,회사 나이대 비슷한 사람들이 같은 날 연차 내면 티나.,다들 그때 많이내서 뭐.
10067,전세 구하다가 현타와서 신혼부부 혜택받으려고 결혼하고 싶어지는 사람도 있어.,ㅇㅇ도 자가 마련하려면 결혼이 답이겠구나 결론 내린 사람으로써 공감.
1306,나는 천주교인이지만 솔직히 사람 사는데 다 똑같음.,종교가 문제가 아니라 사람 모이는 곳은 다 똑같음.
4237,술마시고 손잡고 가벼운스킨십은.,성적으로 다가갈 정도의 마음은 있겠지.
23231,나랑 가치관이 맞는지 어떻게 알아.,대화를 안 해.
32301,비염있는 친구들은 데이트할 때 어떻게 해.,어쩔수없는것같아나가기전에 나잘스프레이 코에 뿌리고 휴지챙겨다니고나는넘심해서비염수술했어.
9376,각자 입장이 다 다르니까 어떤 문제 상황에서.,나도 내로남불 개오짐 ㅎㅎ 남들 연애엔 칼같이 끊으라고 하는데 정작 나는 혹시나 만약에 설마.
35074,싸우고 화해하는거 전화로하는게 나음.,카톡으로 전화되냐고 물어볼까.
30663,결혼 할거라면 일찍 하는 것도 생각보다 괜찮은 거 같더라.,존나 특이케이스.
14211,나는 이런 체형이 줗아.,ㅁㅊ 나도 통스팸 개좋아해.
30831,퇴근때 한시간정도 통화하면 그 이후에 카톡을 잘 안해 서로.,통화 그렇게 길게하면 더 좋은거 아닌가 난 갠찮.
6119,심남 이상형이 아이유면 귀여운스타일 좋아하나.,하얗고 여리여리한 스타 내 남친 이상형도 아이유ㅎ.
1197,나 재회했어신기하다 안믿겨.,헐 결혼하재!!!!!!.
31273,관계하면 변하는 사람들은 뭐야.,ㅇㅇ 변하는게 ㅆㄹㄱ.
2265,배 타는 남자 만나지마라.,이거 ㄹㅇ 비정상 비율이 너무 높아서 정상인이 탈주하더라.
34392,회사 관두고 나서 남친 태도가 딴사람처럼 돌변했어.,진지하게 대화 한번 해봐야할듯.
18928,남친을 좋아하는 맘이 너무 커져서 싫다ㅠㅠ.,그거 불안회피형 증상이여.
5569,친구들은 남자친구 부모님 직업 알고있어.,3개월이면 당연함 나 결혼준비중인데 1년반 사귄 남친 어머님 편찮으시기 전에 하신 일 지지난주에 들었로 중요한건 아니었지만.
34386,주 120시간 근무라는게.,ㅇㅇ 블랙기업 창출.
7528,난 결혼식 준비 너모 재밌엉.,부럽당 부럽당 난 모든 선택이 즐거울껀데우린 첫 집이 남친이 외국에 주재원으로 갈꺼라  회사제공하우스 어디까지 준비해줄지는 몰라도 1년을 살지 10년을 살 지 몰라서 일단은 하나도 안 살듯 ㅠㅠ.
30707,부모님 노후.,요즘 집값올라서 자가 한채에 10억일수도 있어서뭐 아예 노후 대비 안됐다는 모르겠는데현금 나올 구멍이 중요함 거의 100세 시대라.
22598,딩크부부로 살고있는데 주변에 결혼해서 애낳은 친구들 100일이나 돌잔치 챙겨줘야겠지.,잔치하면 ㅇㅇ.
23912,남친 셔츠 선물 친구들이라면 어떤거 살래.,같은 브랜드인건 노상관인데 남친이 예쁘다고 한게 있으니 그거 최대한 해줄거같어.
5914,예단 아무것도 몰라서 카페 찾아보는데 엄청 많이 준비해가네;.,카페는 걍 참고만해  나도 그냥 현금이랑 그냥 소고기세트정도 하려고 솔직히 저렇게까지 바리바리 싸가야하는 이유 모르겠어ㅠㅠ.
26186,카풀할 때 집 앞까지 태워다주기도 해.,웅웅 근데 그래도 싫어하는건 아닌듯!.
26869,5키로 정도가 ㄹㅇ 별차이 없어.,그리고 자꾸 3키로 왓다갔다 하는 케이스를 들고오는데 3키로랑 5키로도 다르지 않아.
10621,이런 부부 흔할까.,흔하진 않을듯.
34454,결정사 극극남초인데 여초라고 바이럴하는거야.,당 그냥 남녀 성비만 따져봐도 절대 여초가 될 수가 없지.
31488,혹시 이거 나 속물이야.,선물 좋아하는 사람있더라고내남친도 크리스마스때 싸웠는데 선물보고 바로 풀리던데속으로 되게 신기했어 희한하고.
16659,마음 정리하는 거.,안되더라.
33782,너네가 술마시고 연락 잘 안되고 그러는데 상대방이 먼저 잠들면.,ㅇㅇ 개빡치는데.
6435,한번 까이고 다시 재도전했떤 친구들 있음.,또 그러면 진상아님.
20231,책 전혀 안읽는사람인데 책추천해줄수있어.,음최근에 카페에서 정신없이 읽은거 중에 하나가얼음고래인데 잼게봄 일본책이라서 호불호 있음.
14835,누나나 여동생이 있으면.,매너있고 다정하다기보다는 생리기간이나 여자들 일상상황에 대해 이해가 좀 있.
28899,남친 생일선물 뭐해주지.,10만원 좀 빡빡하네 토트백.
9489,가끔 연방보면 친구들이 너들 연애하는거 싫어하는거같음.,조언아닐수도있음 막말로 데이트비용 얼마내고 하는걸 친구한테 왜말했을까 자기가 많이낸다고 생각하니까 편들어달라고 얘기한거겠지 얘기들은 친구는 그냥 편들어주고.
24816,남친이랑 파스타집 가면 보통 주문 어떻게해.,파스타2하고 카페가서 후식.
12740,너네 잘때 커플링 빼.,노우 씻을때도끼고있는디 아예안뺌.
17000,주말에 소개팅인데 지금 떡볶이.,넘늦었어 참자.
30015,최소 은수저면 적령기 딸을 그냥 백수로 안 둠.,요즘엔 꽃집 많이 차려주더라.
31961,200일 이후로 100일 단위 안챙기기로 했는데.,ㅇㅇ 일주년이니까 기다리쟈 300일이네 말은 꺼내보는건 괜찮을같아.
24692,신혼집 구할때.,어 지역 자체를 넓게 보고 있는 거야 아님 최소한의 거리나 시세 반영 아직 합의 못 한거야.
33293,요새 서울은 매매는 10억 시작인데 여기에 뭐 취득세에 인테리어비용 이런거 다 하면 현금으로 11억 가까이를 들고 있아야 하는거임.,현금부자도 대출껴서 집 여럿 사지ㅜㅜ 대출플 이해 안 가.
10166,사핌약 먹고 부작용 안 온 친구 있어.,ㅇㅇ 나 그래서 내 기억 조작 된 거 아니겠지 약 먹은 거 맞지 그랬음ㅜ.
8833,썸탈때 다들 자상한척 하는거.,썸일땐 다 잘해주지 그래야 사귀잖.
4747,직장인친구들 일요일에 데이트로 차타고 1~2시간 거리 나가는거 부담스러워.,난 일요일에 나가는 것 자체가 부담스럽긴 한데 매주가 아니라 한번씩은 괜찮앙.
5853,30대는 빼빼로 데이때 뭐 해 뭐 받고 싶으려나.,우린 걍 스킵.
14015,만난지 200일 안됐는데 왜이렇게 가족같지.,내기준 생리현상 트는게 제일 허물없어지더라.
3707,30대 중반 남친 생일 선물ㅠㅠ.,난 메종 가디건 할까하는데 유치한가 ㅠㅠ.
15024,같이 공연가면 돈 어케 내.,반반.
16358,그냥 기대를 안 해버릴까.,웅 기대를 하지마ㅜ그냥 ㅠ.
13994,연방 질문인데 마카롱 먹는다가 뭐야.,별일아니니 단거먹고 기분풀어라.
18068,아프다고 하면 카톡연락 없는거 이해가능해.,ㅇㅇ 좀 쉴 수도 있지.
37868,회식 끝나면 무조건 전화 달라는 애인 싫다vs할 수 있다.,말안해도 둘다 알아서 당연하게 그렇게해서 ㅇㅇ.
9086,선물로 애플워치 SE는 좀 그렇ㅋㅋ.,역시 한남더힐이다.
28453,불안형이였는데도 안정적이어지고 연애 오랫동안 잘 하고 있는 친구들은 남친이 어떻게 해줘.,남친이 걱정할일을 아예안만들어 거짓말한적도없고 여사친관련 문제나 전~~혀 신경쓰게안함 그러니까 딴생각과 걱정이없어지고 바쁘다하면 아 진짜 바쁘구나 조금있다 연락오겠지 이렇게됨.
25970,난 내 아버지란 사람이랑 반대되는 남자 만나서 결혼도 하고 싶어.,나도 그래서 연 끊음 독립이 답.
17121,잘자라는 내카톡은 안읽씹하고 프사는 바꿈 서운한거 정상.,흠 잘자였으면 반만 서운.
30678,토요일에 남친 부모님 처음만남 ㅠㅠ.,너만 평가받는다 생각하면 엄청 떨리는데너도 남친 부모님이 어떤 사람인지 확인해야되잖앙 당당하게 보고와 홧팅.
31860,썸남 손끝이 까만걸 봤는데조언 부탁해.,손끝이 까맣다는 게 뭐야 때가 낀거야 아님 각질.
5560,여사친 남사친 있고 편한 친구들아 이거 한 번만 봐줄 수 있을까.,유사연애맞는것같아.
977,친구들아 너네는 좋아하는 이성이 군대에 있으면 기다려줄 수 있어.,5개월이면 가능.
24124,친구들 남친은 멀프 써.,내가 ! 가족들한테 알리기 싫어서.
20485,진짜 좋아했던 사람 어케 잊어 잊을라하면 연락와.,더 잘난 사람 만나서 썸타니까 바로 잊혀짐난 2년 걸렸음.
9195,방금들어와서 마카롱글봤는데 저게 너가 조롱당할들이야.,가ㄲ 별일도 아닌데 뇌절에 조롱에 난리야.
2274,이거 정말 궁금한테 타이마사지 전부 퇴폐야.,남자 혼자가면 진짜 저런 권유한다더라 대부분 맹인안마사아니면 다 저러나봐.
17841,얘랑 꼭 결혼해야지 했는데 절대 안되겠다 하는건 한순간에 오는듯.,ㅇㅇ짜 한순간이더라 와사삭 바사삭.
22991,내가 좋아하는 사람이 날 좋아하는 거.,나도 ㅠㅠ 그런 기적이 언제오려나.
9839,남친 지각에 대하서 뭐라고 말할까.,맨날 20분 넘는데 조져 좀.
20526,선개팅으로 만난친구들 잘 만나고 있어 미래에 대한 얘기 많이 나눠.,선개팅인 거 빼고 봐도 저 나이 쯤에 반 년 만나면 결혼 가닥 어느 정도 잡히지 않아장거리가 지금 제일 큰 제약이야.
14392,이거 빼박 어장이ㅋㅋ 나 맘 정리해야겠지.,징 굳은거아니고.
32867,보통 정면거울 봤을때.,사실과 상관 없이 스스로 예쁘다고 생각하는 사람은 보통 남한테도 그렇게 보여!! 외모는 자신감이여~~~.
19802,너네 여사친이랑 구웅같이 지내는거 이별 사유 가능.,ㅇㅇ.
13132,머리론 헤어져야하는거 알겠는ㅋㅋ.,시간 낭비 돈 낭비 새기자.
36776,백화점에서 살만한 남친 허리띠 추천해주라.,예산은.
28261,친구들은 페스티벌같은거 애인이랑 같이 가.,가고 좋아하는데가고싶어하는 사람이 예매하는편 이런건 진짜 가치관의차이라서 같은 돈이여도 거기 쓰기 싫은데 강요 받는 걸 수도 있거든너가 더 가고싶으면 너가 쏴야지뭐ㅜ.
5236,자꾸 본인단점 얘기하는거.,걍 자존감 낮은 사람 아녀.
3670,전남친이 생각이 나는거 원래 이러나.,ㅇㅇ 시간이 해결!!!!!.
9243,미국사는 남친이 우리 집앞에서 나와 집앞이야 할꺼라고.,난 급약속 좋아하는데~서프라이즈~ 재미있잖아 ㅜㅜ성향이 이렇게나 중요하구나.
2397,이제 26살인디.,나 25살인디 몇달전까지 모쏠이였어 뭐 어땡.
14346,점 믿어.,ㄴㄴ 하희라 최수종도 궁합 최악이었대.
15854,남친이 갑자기 고자가 되면.,고자란게 정자가 없어진거 아님 그 물건이 없어진거.
4422,귀여워보이면 끝난 거라고 하잖아.,내 남친 내가 뭐 할때마다 귀여워 입에 달고 사는데 그랬으면 좋겠 초반엔 별로 안했는데 점점 1일100귀여워 되는듯.
12761,얘들아 내가 전남친과 추억을 현남친이랑 한걸로 착각했거덩.,응 사과밖에 없음 ㅠ.
23511,살 한 20kg 찌니까 가슴이 생기긴 하ㅋ.,ㅠㅠ나도 살쪄서 겨우 생김 다시 빼야되는데 가슴 걱정ㅠㅠ.
33083,장기연애하고 헤어진 친구 있니 바로 나.,와 나 그 영화보고 펑펑 울었는데그러고 담주에 바로 헤어졌어다시보고싶은데 못보겠어 그영호ㅓㅠㅠ.
31565,소개팅 안되면 슬픔.,하도 하다보니 걍 이젠 그러려니.
9526,남자의 사랑은 돈쓰는것과 비례한다는거 ㄹㅇㅇㅕ애3대명언에 든다고 생각함.,돈 많이 쓴다고 많이 사랑하는 건 아닌데 덜쓰려고 드는 건 ㄹㅇㅇㅣ긴 함 본인 및 주위 사례 들어보면 ㅇㅇ.
15469,ㅋㅋ 짝사랑 ㄹㅇ 정병 올 것 같네 나 망상증 환자 같음.,짝사랑은 감정 롤러코스터지 ㅠㅠ ㅌㄷㅌㄷ.
27541,마카롱이랑 황소가 뭐야.,마카롱은 생리 때나 예민할 때 단 거 먹으면 진정되니까마카롱 먹을까 나 지금 예민한건가 이거.
6976,장거리 첨인데 원래 이런거야.,나도그랭.
37007,나같은친구 잇어 만날수록 결혼생각 사라짐 ㅋㅋ.,결혼상대 아니구나~ 하면 아닌 거 마즘  그럼 빨리 헤어지고 다음 타자 만나야지 모해.
25790,호감은 있는데 적극적이지 않아.,아직 마음이 그정도까지라는거지.
31464,친구들 스퀘어 핫게에 여직원 블투 어때.,거기 어떤친구 댓글 보니까 확 오던데  아빠 차에 이웃집 아줌마가 블투 연결했다고 생각하니까 기분 이상.
9948,바람피는 사람이 바람 더 의심한다고 생각해.,그냥 그런 말 좀 고만 하라는 소리.
36057,전남친이랑 헤어진지 지금 3주 됐는데 회사분이.,그냥 가볍게 나가봐! 소유진도 백종원 만나러 나갈때 쪼리신고 나갔대 못생기면 그냥 아 좋은분이신데 저랑은 안맞는다고 퇴짜놓으면 되지.
5138,연방 오래했는데 깨달은게 여긴 결혼적령기친구들이 젤 많다는거임 그걸 참고해야함.,ㄹㅇ 진짜 걸러들어야됨.
31835,헬트랑 썸연애 해본 친구들 있니.,영화 함 보고 밥 한번 먹고 끝 일본으로 선교여행 가신다더라고 ^^;;; 그 당시는 기독교인이 아니라 멀게느껴 지더라.
7787,아니 뭐 사려다가도 남자친구 생각나서 자꾸 하나 더 집게 돼.,오빠도 너가 생각하면서 하나씩 더 사고있을거야.
24547,나 첫연애가 망했는데.,익숙한사람 찾는거지집착받는게 사랑이라고 너는 생각할수도있고.
25341,잇프피들은 자기시간 되게 중요하지.,잇프피도 나름이지 내 남사친 잇프핀데 연애할때보면 딱히 그렇지도않던데.
13433,친구 바이브랑 아닌거랑 뭐가 어떻게 다름.,눈빛이나 행동.
30849,동아리 선배랑 둘이 학교 헬스장 가기로 했는데.,잘되고 싶으면 열심히 이어가야지! 그분도 무슨 구실로 연락할까 궁리한것 같은데 ㅎㅎㅎ.
16860,사내연애 절대 ㄴ.,회사가 크거나 이직이 쉬우면 안될것도 없지.
34705,과일따기 체험 지금은 뭐가 제철이야.,딸기.
28092,집데 나만 화장안하나.,안해용 안해 담날 씻으면 다행.
34450,연방친구들 이거 누가봐도 어장이ㅋㅋ.,걍사귈만큼 좋은게 아닌거일수도 쌩한거면 딱히 어장도 아니고 남의 연애 개입안하는게 나음.
35259,소개팅때 카페에서 보는 경우엔.,나는 다 오후에 만나고 걍 차만 먹고 헤어졌음 호감있어도 ㅇㅇ 밥까지 먹는게 부담이라서 근데 보통은 카페가서 좋으면 밥까지 먹더라 아님 첨부터 밥먹고 호감있음 카페 가거나.
18748,연락하라고 해놓고 갑자기 잔다고 하면 화남.,화낼게 있어 분노조절장애도 아니고 보통 사람 잠들 시간인데.
14614,근데 코로나 걸리고 나서 생리가 찐이다.,아그런가 원래생리통있는편이였는데 이번에는 진통제가 안들어 약먹어도 계속 식은땀흘리고.
30642,키스해보면 대충 이사람이다 아니다 하는 느낌이 와.,아니 키스는 키스일뿐이고 사람을 봐야 알지.
21572,내가 낯을 진짜 엄청 많이 가리는데.,나도 지금 구남친 현남편이랑 연애할 때 그랬는데 이거 연애 길어지고 나도 이 사람이랑 길게 연애하다 결혼하겠다 라는 확신이 섰을 땐 서로 조율했어가끔은 친구들 만나는 자리에 한번은 가보고 뭐 이런 식으로아무래도 결혼 생각 있는 커플이다보니 여기저기 부르는데가 많았는데 남편이 어지간한 건 컷해주는 걸로 나한테 맞춰주고 나는 8번 거절하고 2번은 만나는 걸로 맞춰주고 이렇게.
10147,나도 내 외모 맘에 드는ㅋㅋ.,나도 엄청 맘에  피부 광 난다.
24265,헤어질 때 아쉽다고 했으면서.,그냥 하는 소리일 수도.
32325,이거 권태기임.,권태기맞는듯.
6167,내가 불안형 강압적으로 굴어서 남친이 좀 정떨어진 것 같은데.,뭔갈 더하면 달아날듯 남자들 보통 그러던데 다 그런건 아니겠지만 주변 남자들 대부분 그랬음 ㅇㅇ 내가 안하면 하기 시작하고 내가 잘해주면 잘 안.
24097,남친이랑 1박 2일로 놀러갈건데 괜찮은 지역 추천해주라 !!.,도시는 아닌데 강릉 서울 울진 경주 좋았음.
32532,차이는거 너무 짜증날 것 같음.,그 짜증나는 일을 왜 상대방한테 해.
3052,소개팅으로 만났는데 초반부터 불타오를수가 있어.,ㅇㅇ 나 하루에 56시간씩 통화하고 미쳐있었음.
7591,부모님이 남친을 보고싶어하시는데 이거 남친한테 전해도 될까 ㅠ.,결혼하자고 해야 인사가는거지 부담스럽지않나 20대도 아니고 인사가 그냥 인사가 아니지.
27734,첫연애 초반이라 자꾸 연방와서 물어보는데 ㅠ 남친을 본의아니게 속인거같아.,아니 그냥 거기서 응 이거 비싼거야~~ 할수 없으니까 그냥 둘러 얘기한거같은데  뭔 사기야 걱정하지마.
11699,전남친 붙잡는데 학생인데 돈이없다고 나랑 못사귀겠대.,너한테 쓸 돈 없다는거.
14505,헤어졌는데 이거 연락 올까 아님 이대로 끝일까.,카톡으로도 헤어지는데 전화 정도면 양반이지상대가 바빠서 못 만난다는데 거기다 대고 계속 매달려봤자 결과는 같을 거야바쁜 사람 만나는 거 아니다 ㅠㅠ.
6863,ex 신랑신부는 서울에 사는데 시댁은 제주도 친정은 강원도 직장은 여의도 하객은 제주도에서 무조건 100명이상 온다.,신랑신부 직장이 모두 서울에 있으면 서울.
22492,결혼식 준비중 푸념.,임무로 준 거는 신경 꺼버려 본인이 어떻게든 직접 수습하라고.
30693,소개팅만 하고 오면 현타 와.,나도 그래써 받고오면 현타오고 당분간 안 나가고 그래도 받다보면 만나지더라.
28005,24 여자랑 30 남자 나이차 별로야.,알아서 해.
2851,삼프터까지 한 소개남이랑 뭔가 고민돼.,소개팅은 나랑 사귈 남자 만나러 가는 자리지 동생 같은 애랑 복불복으로 만나는 게 아닌데이성적인 스파크는 첫만남 스캐닝 하자마자 바로 팍!.
33005,성소 어플 질문.,눈코입 잘 보이는 사진! ㅌㅇㅇㅣ면 전자여야됨.
25030,남친에서 남사친 되는 경우 있을까 가능해.,서로 애인 없음 가능한 경우도 있지.
36396,소모임 가입했던 친구들 있어.,나는 45 해봄 보드게임 외국어.
6,헬트랑 잘되본 적 있어.,헬트랑 뭘 잘해봐 너같은애 한트럭.
30625,저 너 남친 백퍼 너만 스토리 숨기기 해뇠을ㅋㅋㅋ.,맞팔 아닐 듯.
36613,뭔가 이런 느낌이야.,근데 댓글엔 다 지 남친이래환.
37351,연애는 참 어려운 것 같다.,연애에 목안매면 어렵지않아.
12749,잠수이별 vs 환승이별.,22.
20934,상대가 사귀기 직전에 썸 비슷하던 사람이랑 아직 연락하고 지내면 신경쓰여.,ㅇㅇㅇㅓ 싫어.
2240,차별을 따진다고 생각하는것 부터 소름이야.,무식해.
4790,진짜 수요일은 사이언스야.,와우 빛삭.
28856,꽃 받았어.,꺄 썸남이야 예쁘다! 석촌호수인가.
11348,혹시 한쌍에 최대 ~150 정도인 브랜드 커플링 추천 가능할까.,골든듀.
3867,다들 친구 맞냐 ㅋㅋ.,내가 생각하는 친구의 정의가 틀렸나 싶음.
37714,발렌타인데이 남친선물 골라주라.,2 귀욥당.
1890,사내 짝남이랑 동네 주민됨 망했어.,퇴사햇으면 빨리고백해.
17173,나 넘 급발진인가.,나중에 후회 안 할 것 같고 앞으로 맞춰가기 힘들다 싶음 헤어지자 해근데 잘 생각해보고 해 헤어지잔 말 한번 나오면 되돌릴 수가 없어서.
27508,매달려본친구들은 어떻게까지해봤어.,반년 후에 카톡하기.
