,title,comment
13477,자주 만나는 걸 좋아하지 않는 여자친구.,난 맨날만나는데.
13478,소개팅녀와 카톡 2.,다시 매수해.
13479,수도권 뚜벅이 1박2일 여행지 추천받아요.,강원도도 괜찮지 않음 아님 양평이나 가평도 기차로 갈 수 있으니.
13480,고백 받고 환승이별 3번 당했는데 뭐가 문제일까요.,허울만 멀쩡한 속빈강정인듯.
13482,2교대하는 직장인인데 여자 어떻게 만날수있나엽.,소개 거절마시고 만나보세요.
13483,isfja는 어때요.,감성적인데 속알이 하는 경우 보는 것 같으.
13484,소개팅녀와 카톡ㅋㅋ오늘 하나 왔네ㅋㅋ.,아닌거같은데.
13485,썸녀가 답장을 갑자기 싸하게 합니다.,그날 o고 그놈 둘중 하나.
13486,아스트로글라이드 있잖아여.,음 그래도 된다고 써있긴하네.
13487,여자가 술 마시고 울고 토하면 뭔 일 있냐.,그냥 주사일수도잇는데.
13488,제목에 펑예 안써잇는데 자꾸 지워지는거.,노노 그거 님이 관리자에 신고하면 그친구 밴먹음.
13489,향수 선물 할려하는데.,존바바토스 아티산.
13491,소개팅 기대감 줄일수 있는 방법.,일단 다 집어치우고 신혼여행지 알아보자.
13492,형들 소개받은친구랑 커피먹기로했는데.,내일 당장 하시죠.
13493,아는친구 여사친한테 소개받았는데 질문있으요.,ㅅㅅ하자도 아니고 뭐 어때요.
13494,와 크리스마스 식당예약 다 찼네.,김밥천국은 널널하다구우.
13495,오랜만에 들어가봤다.,히힛 에서 승자 인정.
13496,팔찌 선물.,3421순으로 이쁨.
13497,사귄지얼마안된 회사cc인데 일하는모습말고는 매력을 아직 못느끼겟대.,나같으면 곧이곧대로 알아듣고 마상 씨게 입었을거 같은데.
13498,책 추천해줘서 고맙다.,신라시대때 쓴 책인가.
13499,오늘 호감 있는애랑 만나기로 했어요.,설렌당 좋은 결과 있을 거 같네요.
13500,사귄지 일주일.,그냥 케익 정도 챙겨주죠.
13501,카톡을하는데.,읽씹하고 할 말 생기면 다시 톡하믄 대자너.
13502,내 몸 평가좀해주삼.,링크라도 달아주셈.
13503,카톡에 염탐 확인기능생김.,노노.
13504,대학가면 연애 할 수 있나요ㅋㅋ.,여자많은 동아리가입 고고.
13505,님들 짝사랑할때 고백도 못하고 끝나는사람.,말이라도 해보는게 좋겠지.
13506,여자의 밀착 질문.,나는 관심있어도 사귀지 않으면 밀착 안했는데 대부분은 맘에 들면 그러지 않을까.
13507,남자의 외관 중 어디가 가장 좋음.,어깨랑 등요.
13508,머리차분하게 하고싶은데 뭘 발라야되나요.,다운펌.
13509,썸 기준이 뭘까.,일주일이상 연락이 끊기지않고 단둘이 만나는 횟수가 늘어날 때.
13510,소개팅녀 만나야는데.,파이팅 !!.
13511,여친이랑 성격이 너무 안 맞아요ㅠㅠ.,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ짧고 명확추.
13512,근데 소개팅으로 사랑에 빠질 수 있음.,호감에 빠지는거지 사랑은 사귄지 200일때도 올락 말락임.
13513,자만추하시는데 어떻게 자만추하시나요.,직장인 자만추는 동호회 소모임 이런류가 많은듯.
13514,나랑 여친 둘 다 폭력성이 강한게 좀 고민.,그래서 뭐 조짐.
13515,명품백도 할인받는방법이있나요.,면세점.
13516,연락하는 친구랑 실물 못본채로 연락하는디.,어플 같은 걸로 만남.
13517,아 존나 짜증나네.,초반에 얘기해야지 나중에 얘기하면 골치 아픔.
13518,여자에게 권할 때 뭐가 좋아.,사바사라 본인 성격대로 하세요.
13519,진짜 내 친구들 왜 이렂.,음 친구 연애는 조언은 해줄지언경 껴들어서 건드는게 아닌데;;.
13520,순박하다는 남자 이미지 어때.,그렇게 좋은 이미지는 아닙니다.
13521,계절학기때문에 싸운글 펑예 글이엿음.,아니었던거같음 난 펑예 잘 안보는데 봤던거보니.
13522,헤어진 여친이 뭐 먹으러가자고 연락왔는데 왜일까.,그걸 받아줌.
13523,여자친구랑 같이 노는 남자도 거슬리고 말도 잘안해주는 것도 거슬리고.,만약에 글쓴이랑 헤어져도 저 같이 게임하는남자랑 바로사귀겠다 ㅋㅋㅋㅋ.
13525,지하철에서 번따.,저 이번에 내려요.
13526,하 인생 첫 번따 실패했습니다.,ㅎㅇㅌ.
13527,난 진짜 누구사귀거나 하면 안될듯.,이거 극복 할려면 썸을 여러명 타야 되요 이러다 보면 멘탈이 좋아집니다 나중에 한 사람과 썸을 타더라도 주식으로 예를 들자면 한종목에 올인하면 마이너스 될 때 마다 정신적 타격이 커지지만 분산 하면 그 중에도 빨간불 들어오는게 있기 때문에 심신이 편해 집니다.
13528,연하한테 어떻게 대해야지.,그냥 동갑대우해 연하라고 다를 거 없음 반대로 애기취급하면 싫어함 ㅋㅋ.
13529,면세점에서 여자친구 선물사려는데 뭐가 좋을까.,담배 한보루.
13530,20대후반 직장인 여친 크리스마스선물.,다이슨 에어랩.
13531,다음주에 여자친구 생일입니다 자꾸 물어봐서 죄송합니다.,리본케이크 이쁜데.
13532,어제 밥먹었는데 상대분이.,니가 맘에들면 에프터 하는검지.
13533,여자친구랑 성격차이.,여자친구 분도 생리 때 힘드실꺼라  여자친구분 잘 챙겨주세요.
13534,위로는 어떻게 해야함.,과하면 부족하느니만 못함 때론 침묵이 위로가 될때가 있어요.
13535,소개팅하고 이런 느낌은 어떤 걸까요.,좀더만나봐유.
13536,짝녀 프로필 질문드려요.,나였으면 모닝콜 할 때 그냥 대놓고 물어볼 듯.
13537,진짜 돈만 여유있으면 평생 결혼 안하고 싶음.,난 돈만 있으면 얼른 결혼하고싶음ㅋㅋ.
13538,밤에 연락오면 호감은 있는건가.,놉 그거론 판단 불가.
13539,헤어지고 인스타 정리.,감정정리 되면 연락하려고!.
13540,짝사랑 중에 소개팅 약속 잡혔는데.,나라면 양심 잠깐 내려놓고 둘 다 각본다.
13541,참담합니다.,괜찮은거니~~어떻게지내는거야~~~~나없다고~~~~~~~또 울고그러진않ㄹ니~~ 워어워우어ㅜ우어어.
13542,실내데이트 뭐하세요.,야스.
13543,나를 사랑하는 사람이 연애 잘하는 원리가 뭐야.,타인에게 매력을 느끼는 요소는 제각각이지만 자기 자신을 사랑하는  이유가 뭐가 됐든  이유가 있을텐데 그 이유에서 매력을 느낄 수도 있고 자기 자신을 사랑하지 않는 부정적인 사람이랑 누가 만나고 싶어하겠음.
13544,누군가에게 설레는게 무서움.,또 실망하면 어때요 설레는거 만큼 낫다고 봅니다.
13545,어플로 알게된 여자랑.,솔직하게 말하세여 이러이러한 점이 있어서 바로 만나는거 겁이 좀 난다 시간이 좀 필요하다.
13546,지난 번에 여자한테 말거는거 글 썼는데.,아 글 찰지게 쓰네 이문세남 상상했음 ㅋㅋㅋㅋㅋㅋ.
13547,어느 순간 나를 사랑하고 있다.,좋네요.
13548,남자는 화장 머리 등에 5분투자하면 상위10프로안에 드나요.,5분가지고는 택도업다.
13549,여자친구에게 펨밍아웃 할 수 있다 없다 .,물어보면 한다고 할듯 .
13550,나름 썸이라 생각하는데 번호 저장 안해놓은건 뭘까여.,저도 다시 안볼 사람은 저장 안하긴 하는데.
13551,헤어진 후.,좋게헤어졌는데 왜 차단함 .
13552,아까 밥 들이박는 다는 사람인데 옷 이렇게 입어도댐.,누나방이라 좀 핑크핑크.
13553,고백 후 어떤 태도로.,잉 어렵다 나라면 답이 올때까지 참을듯.
13554,하 저번주 목욜 후회된다.,ㅇㅇ 걍 밖에서 만나는 게 답.
13555,밥약속 밀고가도되나.,일단 고고.
13556,갑자기 손이 얼었다면서 내 손 잡음;;.,가능성은 있는거네 각도기 잘재라 원래 그런성격인 애들도 많음.
13557,다음주 여자친구  생일인데 케잌 모가좋을가요.,3.
13558,여자는 20대초반에 연애 거의다 해보나요.,생각보다 여자분들 모솔 많아요 제친구 말짱하게 생겻는데 26까지 모솔이엿고 현재 저희회사 막내 아직 모솔.
13559,연락일주일 넘게하고 만날때.,한송이 나뿌지않음.
13560,무던한 여자 만나보셨나요.,3달 만났습니당.
13561,여친 목걸이 선물좀 골라주세요!.,1.
13562,스튜어디스나 관련직 아는 사람!.,교대근무하는거는 그럴 수 있다고 생각이 드는데 항공업계를 떠나서.
13563,싸우고 연락하지마 하면 연락안하세요.,일단 대기.
13564,헤어졌는데 부모님이 잘만나냐고 자꾸 물으심.,빨리 얘기해야아시지 자주 물으시는 것도 너한텐 상처인데.
13565,어제 카톡하다가 급발진했는데 성공한건가요.,궁금한 게 카톡으로 할 말이 없는데 전화하면 생기나요 그냥 궁금해서.
13566,졸업공연 선물 뭐가있을가요.,요즘 추운데 머플러 어떰.
13567,전 여자친구랑 편한 여사친으로 지내는 게 가능할까요.,불가능.
13569,이거 여자애가 신호 보내는거임.,흘리는촉하다가 고백하몬 어장인경우 있음 ㅅ고.
13570,여자가 나보고 잘생겼대.,ㅊㅋ.
13571,전화하자 하고 잠든 여친.,얼마나 피곤하면 그러겠어.
13572,연애 썸그거 어케하는거냐.,사실 그런건 존재 안함.
13573,나이 30 넘었는데 카톡고백은 씹오바죠.,만나서하시죠 형님.
13574,진지하게 연애 좀 해보신분만 조언 좀 부탁드립니다.,상대가 남자인가요.
13575,다들 소개받으면 톡 어떻게 시작하시나요 .,뭐 대충 보이는대로 궁금한게 생기면 묻지 않을까요 프사가 고양이면 고양이 좋아하시는가보다 바다에서 사진 찍었으면 바다 좋아하시는가보다 음식 사진 있으면 뭐 좋아하시나보다 ~~~.
13576,좋아하는 애가 집에서 떡볶이 먹자는거.,떡볶이 먹자는 뜻.
13577,선생님들 소개팅 구두 신발 이거면 괜찮을까요.,전 진짜 이거 신는거 비추드림 제발.
13578,소개팅녀랑 만나기 전에 서로에 대해 잘 알겠다.,만나기 전에 톡 잘되면 만나서도 다른 이야기 술술 잘 나오던데.
13579,식욕억제제가 신이긴 하더라.,억제제 말고 살빼는 약은 먹어봄.
13580,님들 소개팅 신발도 중요함.,로퍼 없어요.
13581,여자 좀 만나고 싶당.,뭐 잘생겼으면 금방 생겨요.
13583,대화 티키타카.,여친분 mbti가 istj 이런 성향인가.
13584,흠 갑자기 머리자를까 물어보더니 셀카하나보내는데.,말 듣기싫고 내사진이나 보라는뜻 아님.
13585,여러분은 성인되고 나서도 가까운 친구를 사귀나요.,오히려 성인되고 깊이있는 관계 많이 만드는중.
13586,근데 사내에서 같이 일하는 형이 자꾸.,형: 피 바보 내맘도 모르고.
13587,님들은 외모 성격 몸매 몇퍼센트로 나눠져잇음.,20 50 30.
13588,전 여친한테 연락오셨던분들 징조같은거 있었나요.,의미없다.
13589,혹시 썸이나 여자친구가 교정 막 시작하신분 계십니까.,역시 교정할 땐 면이 최고.
13590,이 말은 어떻게 해석 해야해.,제생각엔 제의하면 만나줄거같은디요.
13591,멘트 해석 부탁드림다.,안읽씹 이틀후에 저런멘트면 나가리 95%.
13592,사내연애를 하게 되었습니다.,최대한 티안내고 조용히 연애는 밖에서 회사에선 일만 두개 섞지 말고.
13593,결혼 각인가.,실제로 그런마음이라도 사귄지 2주니까 좀 더 지켜봐.
13594,소개탕 코트랑 함께할 신발 추천좀.,첼시가 왜 헤비해 코트랑 개 잘 어울려.
13595,남자분들 크리스마스에 얼마쓰실거임.,와 디따 비싸네.
13596,호감가는 이성분에게 다가가는법.,간식거리나 간단히 먹을거 주면서 얘기 나눠봐요.
13597,여자친구 크리스마스 선물 뭐 생각하고 계시나요.,일단 여친 있느냐부터 물으시는게.
13598,연애가 처음이라 답답해서 글 남겨봅니다많은 조언 부탁드려요.,사랑을 노력한다는 게 말이 되니.
13599,소개팅 질문있습니다 ㅠㅠㅠ.,착각은 포기하시는게.
13600,이제 곧 31살인데 결혼에 확신이 없습니다.,30후반에 결혼하면 되지.
13601,여자친구랑 관계 더 끌고 가는게 맞을까요.,일단 대화를 해보시는 게 어떨까요.
13602,질문있어요.,둘중 하나일수도 있고 둘다일수도 있고.
13604,소개팅 퇴근후에 만나는데 간단하게 먹고 헤어질만한 메뉴좀.,저는 걍 고기 좋아하시냐고 든든하게 고기나 구워먹으러 가자고 하네요.
13605,이제 헤어져서 잠이 안올때.,술을 왕창 드시던지 운동을 죽도록 하면 꿀잠가능.
13606,연애 상담가샘한테 어떤 선물이 좋을까.,여자분이시면 핸드크림 립밤이 짱인데 남자분이시라니음.
13607,한남메갈여시 이런거 하는 여자들은 다르긴함.,그말을 쓴 산황을 봐야겠죠.
13608,긴급 질문!! 금전적으로 지금 상황이 여의치 않은데 뭐 해주는게 좋을까.,뜨거운 밤을 선사해주십쇼.
13609,에프터 잡고 연락.,네.
13610,선 긋는 건가요.,그냥 일단 알아가보자는거 같은데.
13611,외로워서 연락했다는데 이거 어떻게 받아들여야되는거지.,넘어가지마라 독하게 끊어.
13612,여친결혼식장 다녀온다고 멀리 갔다 오는데 도착한 시간에 나가서  갑자기 마중 나가는거 별론가.,미리 말하면 괜찮지 잠깐이라도 보고 좋아할 거 같은뎅.
13613,여친 생일 선물  데이트코스 평가좀요.,저 목걸이 금인가요 은은 비추 변색됨.
13614,전 여친 만나고 왔는데 씁쓸하네.,토닥토닥 ㅠㅠ.
13615,카톡 에러 날수도 있음.,카톡이 안갔다면 본사에서도 원인 분석 할 시대일듯.
13616,카페알바 질문.,온다고 했다가 안왔다던가 하는 경우 아닐까.
13617,여성적 매력이 전혀 안느껴졌는데 연애나 결혼 하신분 있습니까.,저는 여행지에서 만난 인연으로 만났던 사람이 있었는데 그 사람을 처음부터 너무 좋아해서 만나자고 했다기보단 여행과 그 설렘의 감정의 연장선에서 시작이 됐던 것 같아요 결론적으로 이성적인 매력을 진지하게 느꼈다고 하긴 좀 힘든데 사귀면서 잘 맞는 걸 느끼고 오랜 기간 정말 잘 이쁘게 만났었습니다 처음에 꽂히진 않아도 사귀면서 좋아질 수 있는 경우는 충분히 있을 거 같아요.
13618,전여친한테 연락.,전 여친이공주군요.
13619,행님들 썸탈때 뭔얘기해여 톡으로.,그냥 자기 관심사 취미 얘기하다가 공통점 찾아가고 그러는거지.
13620,intp애들아 연애하다 잘싸우냐.,시답잖은 걸로 싸움.
13621,MBTI   estj인 사람 특징이 있나요.,Emtj estj두개 번갈아나오는데 마즘 원래나도 설명 해명은 무조건이였는데 살다보니 이게 tmi일때를 느끼고 잘안함 걍 본능이 그럼 대화로가까워지려면 생각을 공유하는게 빠를듯 특히 고효율좋아할듯.
13622,남자 91년생 여자 78년생 연애 애바임.,우리 엄마랑 11살차이남 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ.
13623,소개팅녀와 일정 조율 참 어렵네.,아다리가 아쉽네 일단 얘기는 잘 통해서 다행이당.
13624,여자들 왜 사진찍을때 치통있는것처럼 양볼에 손대는자세가 국룰인가요.,볼살 가리려고.
13625,나 남잔데 겨털이 너무 드러워보이는데 미는게 나을까.,너가 그렇게 생각하면 미는 것도 나쁘지 않지.
13626,안녕하세요 쓰레기같은 고민상담도 해주시나요.,미래를 생각하거라누구랑 더 좋을꺼같니.
13627,내가 너무 성급히 보자 했나.,뭐든지 올인하지마 네게 든든한 칩만 있다면.
13628,헤어졌다가 다시 만나서 잘되는 경우도 있어.,전 최악으로 끝났어용.
13629,전여친 배사에.,나는 그런거 올릴때 일부러 의미부여해서 올리긴하는데ㅌㅌㅋㅋ인터넷보면 아닌경우가 많은듯여.
13630,카톡 업뎃되고 차단되도 선물하기 보내지네요.,카카오도 돈 벌어야지.
13631,나의 연애의 언제나 생기는 문제점.,저도 비슷한 성향이라 말이 적은편인데 어느정도 자기생활이 있으면서도 말하는걸 좋아하는 사람을 만날때 해결됐어요.
13633,전여친한테 연락하려고 하는데.,시험 보느라 수고했다 그래여.
13634,내일 드디어 다시 고백할 거다.,주말팔당 빡세지않음.
13635,이브날에 여친이랑 스테끼 먹을 만한데 추천좀요.,음 무플이라 댓글 남겨요 저도 잘 모르는데 인터넷에 검색해보면 후기도 잘 되어있고 필요한 정보 얻을수 있을거에요.
13636,헤어졌는데 힘드네.,토닥토닥 ㅜㅜ 더 좋은 사람 만날거야.
13637,여친 일주일에 한번씩 보는거 갠차늘까요.,평범.
13638,오전에 여친이 연락을 안본다고 글쓴 사람입니다.,서로 기다리는 입장이니까 잘다독이고 으쌰으쌰해서 재회의 날까지 악으로 깡아 암튼 예쁘게 만나시길.
13639,송도에서 소개팅 하는데 장소 추천좀 부탁드립니다.,송도송도신도시.
13640,소개받고 만났는데 이건 무슨 심리냐.,또 자고 일어나보니 몸도 힘들고 현타와서 걍 있는 듯요.
13641,이성관계에 있어 이런상황들은 그냥 정리하는게 낫나요.,널 만나기엔 내가 아쉬우니까.
13642,새로 이사온 동네에선 이성 어떻게만나냐.,어플.
13643,부산 어디 데리고 다니면 좋을까.,걍 바다.
13644,여친이랑 하면 사정이 안되는데.,사정사정해봐.
13645,요즘 광주 술집 새벽까지하나요.,네 합니다.
13646,여자로 보일 때 언제.,멀리갈 필요도 없지 예쁘면 그냥 게임오버.
13647,얼굴 못생겨도 매력 있는 사람 가능한 거 같아 .,그거 난데.
13648,상대가 본인한테 마음 있다는거 알아채면 무슨 생각 들까.,싫으면 모른척하고 알면 더 적극적이겠쥬.
13649,여기서 Ban 당하는거.,내 맞워요.
13650,재활운동하다가 맘에드는 사람 생겼는데.,얼른 번호 물어보자 수줍게해도 괜찮아!.
13651,애더라 나 스벅남.,부럽다.
13652,낼 점심 소개팅인데.,내일 오전까지 기달려보셔요혹시 모르니까.
13653,학원 여사친 연락 질문.,학원 다녓을때 말 좀하고 그랫으면 고ㅊ.
13654,주말에 잠깐 보자는 말 건네도 될까요.,딴놈이 채가기전에 시도라도 해바.
13655,삼프터 고백결과.,이분은 소개팅 엄청 하는거같은데.
13656,오늘 2번째 소개팅 제안 받다.,공무원이면 소개팅 오지게 들어오겠네 ㄷㄷ.
13657,연애 세포는 죽지 않았는데 썸카톡 세포가 뒤진거 같습니다 도와주세요.,은은한 이성적 칭찬 관심 보이기.
13659,여자들이 좋아하는 이미지를 만드는게 젤 중요한듯.,튼튼이가 딴딴할 것.
13660,연상은 다르다.,그럼 내일 세고 아닙니다.
13661,여자랑 한번 대화하면 잘되는데 끊기면 한동안 안와 어떻게해.,얼굴도 모르는데 고백을 엌덬게해요.
13662,뭐 결정할때마다 꼬치꼬치 물어보면 안 좋아할까요.,저런건 접대할때나 하는거야.
13663,내일 애프턴데 현타와보림.,장기적으로볼땐 초반에 카톡으로 많은 얘기를 나누는것보다 만나서 나누는 얘기가 더 많은게 좋아요.
13664,질문답변 감사합니다~.,아 글삭 삭제예정이라 달려있었나.
13665,하 분명 약속시간 잡았는데 답이 없네요 ㅜㅜ.,기분 나쁘시겠다.
13666,어제 데이트 때 스키니진 입고 가서.,음.
13667,20대 여자들은 번호 자주 따이나요.,사람마다다르죠.
13668,30대초반 와이프 목걸이 선물 브랜드 추천 좀 부탁드려요.,민트가 짱이지.
13669,연애관련은 아닌데 친구사이에 자기 할말만 하는사람.,내가 묻는거에 답이 없으면 질문할 때 대답 안해주는데 저는.
13670,연애할때 어머님때문에요 조언좀해주세요.,못해도 기프티콘은 보내야했던 게 아닐까요.
13671,상대방이 제게 호감이 있는지 궁금합니다.,동생 미안하지만 아니다에 왼쪽 손목을 걸고싶은데.
13672,예전에 글썼었었는데 스벅 카페.,ㅎㅇㅇ.
13673,크리스마스날 텔을 잡아야할거같은데.,지금 해도 당일날 이미 다 예약 끝났을 거 같은데 음.
13674,어제 생일이였는데 연락도 안한 여사친 좀 그렇네.,서운하겠네 카톡에도 뜰텐데.
13675,전여친 만나서.,후회나 미련 안 남게 한번 연락해보고~ 안되면 깔끔하게 포기하시죠.
13676,손가락 이모티콘 다들 아무생각없이 씀.,peace 였나.
13677,실내 데이트 대실말고 할거 ㅊㅊ좀.,보드게임.
13678,이거 그린라이트인가요 .,이미 어느정도 호감은 있는듯.
13679,갑자기 주변 인간관계를 모두 끊는 사람도 있음.,그런 사람 물론 있음.
13680,편돌이 손님 번따 각이 안나옴;.,: 으 얘는 언제부터 나 봤다고 아는 체 하는거지.
13681,여자애들한테 찐친바이브로 얘기 어떻게 하는건지 모르겠다.,그 사람이 똥싸는모습 상상해보셈 똑같은 사람임.
13682,아진짜 미치겟다 톡으로 호감다까먹겟음.,점차 좋아할수록 뇌가 굳어지는 중인 연붕이였다.
13683,외모때문에 자존감 너무 떨어진다.,본인스스로에 자신감이없으면 님이 얼굴 성형을 하시더라도 남눈치 보는건 매한가지입니다.
13684,왜 퍼주기만 하는게 헤어짐의 이유가 될까.,사랑은 구걸이 아니다.
13685,듄 어때 데이트로 볼만하노.,데이트 영화는 아닌듯.
13686,진짜 모르겠어.,안되면 노보텔이라도 가 근데 노보텔도 예약 풀일 것 ㅋㅋ.
13687,ㅅㅅ 안해서 후유증이 크네.,식사요 배고프시겠다 얼른 드세요.
13688,주말에 여친이랑 기념일인데.,나이  무슨기념일인지  지난번생일이나 기념일에 했던 선물 기재해야 좋은 추천나갈듯.
13689,전여친 결혼식에 간 사람 있나요.,가지마용.
13690,장례식장 예후랄까 관련해서 질문 해도 괜찮을까요.,아뇨 전혀 상관 없습니다.
13691,남자 키가 여성이 보는 호감에 영향이 가나요.,키로 인한 패널티는 없다정도 아닐까요!.
13692,1년만에 소개팅이다.,만나서 물어봐 그럼되잖아.
13693,대실 데이트 질문~.,ㅅㅅ잘하더라도 날씨 좋은날에 가끔은 드라이브도 하고 싶을듯.
13694,생일 선물 받고싶은거 물어보시나요 o고 추천좀.,첨에는 그냥 해줬죠.
13695,화이트골드 반지 어떰.,혹시 나중에 급전 필요해서 팔때 잘 안팔림.
13696,편의점 알바 번호 딸때 말이죠.,명함 고.
13697,결혼업체 상담신청함.,너무 빠르지 않나;;.
13698,서로 균형있게 좋아하는 연애를 하고싶다.,누구나 바라지만 가장 어려운연애 ㅠㅠ.
13699,여자친구가 진짜 귀엽고 사랑스러울때 언제인지 자랑 좀.,입에 뭐 묻히고 먹을때 너무 사랑스러움.
13700,고백 언제하지.,취금.
13701,전역한 지 얼마 안됐다고 동아리 회식 컷당함 ㅠㅠ.,같잖네 이유가.
13702,너무 재미없는 대학생활을 보내고있다.,소개팅 다니셈.
13703,여사친 저한테 호감 있는건가요.,흠 진짜 외로워서 그럴수도.
13704,자꾸 짝녀 프사에 신경쓰게 되네요 ㅋ.,다음달 이브 같이 보내기 위한 소개팅 시즌.
13705,갤 내에서 친목은 왜 안되는건가요.,갤망하는 지름길입니다.
13706,여자친구가 저보고 꼰대같다는데.,말투 문제임 지적한건 문제가 안되는데 다정하게 말해보셈.
13707,결혼하기 전에 부모님 뵙는거 질문좀.,이거 잘 풀어나가셔야 결혼 출발점에 서실수있습니다 마음단단히 먹고 가감없이 말하셔야 할듯.
13708,애인이 자기관리 못 해서  스트레스 받으신 분 있나요.,실망 많이 하셨겠네.
13709,금연 팁좀 주세요.,군것질.
13710,신촌에 늦게까지 하는 카페있나요.,코시국전에는 나무카페라고 24시였는데 요즘은 어떤지 몰겠네요.
13711,고백 타이밍 질문.,우리 무슨 사이라고 생각할까 이 질문부터 이미 결정난거 같은데요.
13712,애프터한 남자가 두번 다 자기 집쪽으로 부르는거.,정상.
13713,짜증난다.,토닥토닥.
13714,비 조금씩올때 롯데월드 가본분 있음.,비오면 무조건 안하고 중간에 완전 그치면 그때부터함.
13715,갑자기 차단했다가 푸는 경우는 뭘까요.,의미부여 하지마세요 저도 그냥 차단 목록 정리할겸 푸는 경우도 많아요.
13716,서울에 차없이 데이트 할만한 곳 있나여.,롯데타워 마곡식물원.
13717,아 주말에 소개팅 받는데 너무 설렌다.,주말 후기 팝콘각 ㅇㄷ.
13718,어재 100번 사랑한다 했던 사람인대.,아직도안함.
13719,고백 멘트 어떻게 함.,아이오니아를 위하여!.
13720,전 여친 인스타 차단 풀기 겁난다.,그럼 뭐다 풀지 말아야 한다.
13721,사내연애 겁나 힘들다.,그럼 뭐다 풀지 말아야 한다.
13722,다들 주로 주말 데이트 하실 때 몇시부터 만나서 함께 있나요 .,당일치기라면 한 10~11시에 만나서 저녁까지 먹구 8시쯤 헤어져여.
13723,소개팅전엔 카톡 많이 안해도 되지.,하면 할수록 좋지 만나서 긴장많이 내리고 편안해지니까.
13724,아침부터 만나서 할수 있는게 머있을까.,모텔가서 넷플릭스 ㅇㅇ;.
13725,크리스마스 선물 고민중입니다.,전자가 더 좋아보이긴해요.
13726,돈 빌려준거.,여친이.
13727,약속 미루는게 맞을까요.,왜 무리인데.
13728,처음문자.,뭐해.
13729,데이트 더치페이.,무슨사인제 정도 써두셔야져;;.
13730,핫팩 주면 좋다는 글 많아서 줘봤습니다.,핫팩 되게 좋아하더라구요.
13731,여자친구 생리 다음날 만날 때.,초콜릿이나 마카롱 같은 달달한거 주고 핫팩 정도만 주면 됩니다 담요도 좋긴하데 거슬리긴 해유.
13732,헤어지자 말하고 이틀차인데.,차단.
13733,이거 가능성 있나요.,끝맺는 느낌이라 걍 답 안하고 자는듯.
13734,혹시 꽃 잘 아시는분 계신가요.,작약 프리지아 라넌큘러스 폼폰국화 리시안셔스 요새 많이 쓰는 건 이 정도.
13735,주말 데이트신청 급발진일까.,남자는 자신감입니다.
13736,사적으로 처음 만나는데 저녁으로 뭘 먹어야 할지.,동까스.
13737,나 좀 도와줘 형들.,어디사냐해봐바.
13738,여자들 실수인척 허벅지 만지는 경우도 있나여.,근데 그거 클래식한 야스어필이긴한데.
13739,옷 스타일과 성욕은 상관 관계가 없나.,사람마다다르겠죠.
13740,행님들 그 여자한테 뭐라 먼저 말을 걸어야 상황이 어떻게 좋게 흘러 갈까요.,일단 말이라도 붙여봐 근데 모솔이라면 문제가 여자랑 제대로 대화를 못한다는 점인데.
13741,여자가 남자한테 이상형이 잘생기고 키큰사람이라 말하는건 무슨심리임.,넌 아니니까 꺼지라고.
13742,님들 소개팅 어플 효과 있어여.,전 ㅌㄷ하다가 짱친 사귐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ.
13743,이런 경우가 실제로 있구나.,사람 인생 뭐 별거있나~ 이런일도 저런일도 있는거지 ㅋㅋㅋㅋ 재밌다.
13744,형님들 연락하지 말라고 급발진해도 되나요.,그냥 자연스럽게 연락 안하면되지 않음 뭐 도와달라그러면 핑계대면서 피하고.
13745,약속 파토내는 괜찮은 멘트 있을까요.,나는 걍 다 솔직하게 말함 그냥 너무 좀 힘들고 그렇다고 이해해주면 좋겠다 하면 다들 이해해주드라 힘내라고.
13746,애인이 나를 자꾸 지 친구들한테 소개시켜주려 하는데.,자랑 o고 평가.
13747,유튭보다 황당해서 올려봅니다.,자랑 o고 평가.
13748,어느 게시판에 물어봐야 할 지 몰라서 여기에 물어봅니다.,월 54500원 단 원금상환은 별도로.
13749,ㅋㅋㅋㅋㅋ뭘까.,난 인스타안해서 그런지 이런거 연연안하는게 편하네.
13750,결혼 후 전여친한테 연락왔는데.,잘 아시면서 뭣하러 물어보십니까 허허.
13751,님들아 아직도 요시고 전시회 미어터지나요.,대기는 필수일듯 ㅋㅋㅋ.
13752,형님들 여자친구가 못생겼다고 자주 놀리시나요.,너무 잘생겨서 자꾸만 보게된다고 하던데.
13753,이거 제가 잘못한건가요 .,만난지는 1년정도 만나고 헤어졌습니다.
13754,까이는게 익숙해지려면.,익숙해지지 않아야 정상입니다.
